# (1280, 60)
0.07,0.057,-0.0064,-0.024,0.011,-0.012,0.0032,0.0094,-0.053,0.0081,-0.017,-0.04,0.054,-0.0044,-0.034,-0.05,0.016,-0.036,-0.028,0.022,-0.046,0.024,-8.1e-05,-0.053,-0.0096,0.039,-0.018,0.011,0.024,0.0085,0.023,0.0056,0.0034,-0.00097,-0.034,0.0003,0.0082,0.053,0.0036,0.015,-0.02,-0.03,0.0068,0.044,0.027,0.011,0.017,0.021,-0.017,-0.026,-0.019,-0.013,-0.0021,0.0066,0.02,0.011,0.027,0.0042,-0.019,0.031
0.067,0.051,-0.0099,-0.021,-0.0081,-0.0055,0.01,0.0032,-0.041,0.0059,-0.026,-0.029,0.043,-0.0073,-0.023,-0.04,0.021,-0.039,-0.0052,0.02,-0.05,0.028,-0.0028,-0.066,0.018,0.048,-0.0037,0.02,0.017,0.012,0.036,-0.009,-0.022,0.016,-0.042,-0.007,-0.0025,0.036,-0.0055,-0.0095,-0.023,-0.026,0.024,0.055,-0.0023,0.028,0.022,0.03,0.0087,-0.028,-0.037,-0.02,-0.0081,-0.0089,0.0093,-0.011,0.028,-0.00081,0.019,0.02
0.065,0.049,-0.013,-0.018,-0.019,-0.0032,0.014,-0.00089,-0.036,0.00036,-0.031,-0.022,0.031,-0.0011,-0.016,-0.028,0.011,-0.035,0.0095,0.027,-0.057,0.028,-0.004,-0.066,0.033,0.043,-0.00083,0.025,0.0044,0.016,0.023,-0.026,-0.026,0.023,-0.033,-0.016,-0.0076,0.017,-0.007,-0.016,-0.016,-0.026,0.031,0.052,-0.0065,0.027,0.019,0.017,0.013,-0.029,-0.022,-0.014,-0.0035,-0.013,-0.0039,-0.018,0.017,-0.0031,0.029,0.0094
0.063,0.048,-0.014,-0.017,-0.022,-0.0029,0.02,-0.0049,-0.034,-0.0035,-0.027,-0.018,0.02,0.0092,-0.014,-0.017,0.0013,-0.028,0.016,0.025,-0.061,0.026,-0.0057,-0.068,0.042,0.023,-0.0021,0.025,0.0005,0.03,0.0055,-0.033,-0.012,0.025,-0.012,-0.021,-0.0037,0.0019,0.0021,-0.016,-0.014,-0.023,0.031,0.036,-0.01,0.03,0.025,0.0069,0.01,-0.029,-0.0046,-0.008,0.011,-0.011,0.0051,-0.017,0.016,0.0036,0.021,-0.0036
0.063,0.047,-0.013,-0.015,-0.021,-0.0015,0.025,-0.0099,-0.034,-0.0047,-0.021,-0.012,0.017,0.015,-0.013,-0.0085,-0.0062,-0.015,0.014,0.029,-0.061,0.023,-0.00087,-0.07,0.047,0.0089,-0.011,0.032,0.0012,0.045,-0.0062,-0.032,0.0038,0.032,-0.0057,-0.017,0.00038,0.00052,0.0012,-0.0057,-0.0082,-0.01,0.034,0.021,-0.012,0.035,0.028,-0.0068,0.018,-0.034,0.013,-0.0032,0.019,-0.0041,0.0014,-0.0058,0.01,0.013,0.0021,-0.0096
0.065,0.048,-0.013,-0.014,-0.016,-0.0019,0.028,-0.013,-0.037,-0.001,-0.015,-0.012,0.013,0.022,-0.014,-0.0027,-0.0083,0.00017,0.0024,0.028,-0.063,0.017,-0.0025,-0.082,0.044,0.0071,-0.016,0.044,0.0061,0.054,-0.019,-0.031,0.0098,0.04,-0.012,-0.013,0.004,-0.0054,0.0021,0.0091,0.016,-0.013,0.032,0.0078,-0.0029,0.037,0.035,-0.022,0.025,-0.04,0.023,-0.0086,0.039,0.0069,0.0025,0.0055,0.00034,0.02,-0.011,-0.026
0.066,0.048,-0.013,-0.012,-0.014,-0.0012,0.029,-0.013,-0.042,0.003,-0.012,-0.013,0.011,0.03,-0.012,-7.2e-05,-0.0096,0.0084,-0.0089,0.02,-0.066,0.012,-0.00037,-0.083,0.039,0.0011,-0.02,0.055,0.0085,0.054,-0.032,-0.03,0.017,0.039,-0.01,-0.0086,-0.0082,-0.0076,0.0055,0.022,0.023,-0.012,0.025,-0.0094,0.0081,0.048,0.031,-0.03,0.018,-0.043,0.021,-0.017,0.057,0.022,0.0017,0.00048,-0.011,0.017,-0.019,-0.026
0.067,0.048,-0.013,-0.01,-0.013,0.0019,0.028,-0.014,-0.045,0.0021,-0.01,-0.014,0.012,0.035,-0.016,0.0046,-0.015,0.01,-0.017,0.012,-0.069,0.0044,0.0069,-0.077,0.033,0.0047,-0.023,0.068,0.0091,0.048,-0.036,-0.023,0.016,0.033,-0.0095,-0.016,-0.018,-0.0019,0.0026,0.023,0.018,-0.0041,0.016,-0.019,0.011,0.066,0.019,-0.038,0.022,-0.033,0.016,-0.028,0.064,0.015,-0.0035,-0.0089,-0.019,0.0026,-0.026,-0.015
0.069,0.049,-0.012,-0.0092,-0.012,0.0032,0.027,-0.016,-0.046,0.0042,-0.0087,-0.01,0.01,0.031,-0.025,0.012,-0.021,0.016,-0.029,0.01,-0.067,-0.0062,0.0058,-0.082,0.03,0.014,-0.02,0.072,0.0052,0.036,-0.032,-0.022,0.014,0.035,-0.021,-0.021,-0.015,-0.0074,0.0096,0.022,0.027,0.0063,0.0015,-0.015,0.017,0.067,0.0092,-0.042,0.024,-0.021,0.019,-0.03,0.06,0.0028,-0.0076,-0.0034,-0.022,-0.00099,-0.022,-0.03
0.072,0.051,-0.012,-0.0085,-0.00083,0.0037,0.025,-0.014,-0.052,0.0046,-0.0065,-0.0099,0.015,0.029,-0.031,0.031,-0.027,0.024,-0.044,0.012,-0.062,-0.0082,0.014,-0.084,0.022,0.035,-0.014,0.08,-0.00028,0.014,-0.027,-0.025,0.00058,0.035,-0.03,-0.025,-0.01,-0.028,0.0022,0.025,0.032,0.0026,-0.017,-0.027,0.0089,0.064,-0.018,-0.051,0.019,-0.011,0.012,-0.027,0.068,0.012,0.01,0.014,-0.025,0.0019,-0.013,-0.031
0.073,0.054,-0.012,-0.0088,0.013,0.00087,0.024,-0.013,-0.06,0.0049,-0.0037,-0.013,0.012,0.027,-0.035,0.045,-0.04,0.036,-0.061,0.021,-0.059,-0.012,0.026,-0.078,0.0094,0.039,-0.021,0.07,-0.0066,-0.013,-0.027,-0.032,-0.0073,0.025,-0.031,-0.022,-0.011,-0.034,-0.0015,0.039,0.035,0.0031,-0.024,-0.038,0.0049,0.054,-0.047,-0.044,0.008,0.0061,0.034,-0.0089,0.063,0.023,0.015,0.039,-0.029,0.0096,-0.019,-0.0098
0.075,0.057,-0.012,-0.01,0.02,-0.00034,0.019,-0.014,-0.064,0.0063,0.00012,-0.016,0.0071,0.02,-0.039,0.047,-0.046,0.035,-0.071,0.026,-0.055,-0.016,0.029,-0.073,-0.0049,0.038,-0.025,0.067,-0.0044,-0.026,-0.018,-0.033,-0.0093,0.015,-0.026,-0.018,-0.009,-0.022,-0.0031,0.044,0.026,-0.0018,-0.032,-0.035,0.014,0.031,-0.054,-0.038,-0.0016,0.011,0.036,-0.00026,0.059,0.025,0.0082,0.055,-0.026,0.008,-0.036,0.011
0.076,0.061,-0.01,-0.014,0.03,-0.0054,0.011,-0.018,-0.067,0.0082,0.011,-0.019,-0.00081,0.015,-0.044,0.045,-0.041,0.023,-0.079,0.025,-0.05,-0.019,0.024,-0.054,-0.008,0.026,-0.03,0.05,-0.0039,-0.03,0.014,-0.014,-0.017,-0.00024,-0.021,-0.024,0.0033,-0.011,-0.00057,0.045,0.014,-0.019,-0.038,-0.015,-0.0031,-0.00049,-0.047,-0.004,-0.023,0.015,0.017,0.0056,0.064,0.023,0.016,0.037,-0.011,-0.0077,-0.035,0.037
0.075,0.066,-0.011,-0.013,0.049,-0.014,-0.00022,-0.019,-0.063,-0.0045,0.027,-0.019,-0.018,0.0038,-0.055,0.045,-0.025,0.0025,-0.071,0.0066,-0.046,-0.013,0.019,-0.00051,-0.022,-0.014,-0.04,0.028,-0.016,-0.018,0.074,-0.0038,-0.04,-0.018,0.02,-0.0081,0.0057,-0.012,0.033,0.03,0.028,-0.016,-0.042,0.0083,-0.038,-0.06,-0.035,0.013,-0.039,0.025,-0.021,0.035,0.083,-0.0087,0.044,0.004,0.029,-0.0042,0.018,0.03
0.071,0.073,-0.011,-0.0019,0.075,-0.031,-0.015,-0.028,-0.048,-0.025,0.035,0.01,-0.053,-0.024,-0.056,0.061,-0.011,-0.019,-0.039,0.0057,-0.062,0.011,-0.0067,0.06,-0.066,-0.052,-0.05,0.02,-0.057,-0.021,0.1,0.002,-0.082,0.0015,0.076,0.029,-0.033,-0.00015,0.061,-0.042,0.045,0.039,-0.026,0.022,-0.035,-0.11,-0.023,0.0075,-0.016,-0.025,-0.059,0.059,0.11,-0.021,-0.025,0.0016,0.085,-0.002,0.037,0.047
0.067,0.075,-0.012,0.0096,0.087,-0.047,-0.027,-0.048,-0.034,-0.042,0.037,0.039,-0.073,-0.04,-0.032,0.065,-0.0077,-0.017,-0.0079,0.021,-0.065,0.017,-0.026,0.095,-0.1,-0.055,-0.02,0.0062,-0.073,-0.042,0.12,0.011,-0.094,0.019,0.079,0.061,-0.051,-0.023,0.016,-0.083,0.035,0.081,0.0054,0.026,-0.033,-0.11,-0.022,0.011,-0.01,-0.073,-0.05,0.037,0.088,-0.036,-0.067,-0.0069,0.11,-0.012,0.043,0.021
0.062,0.076,-0.013,0.015,0.095,-0.061,-0.03,-0.077,-0.013,-0.065,0.025,0.056,-0.055,-0.046,0.026,0.039,0.032,-0.0035,0.0045,0.035,-0.056,0.0055,-0.022,0.11,-0.11,-0.017,0.029,-0.014,-0.042,-0.067,0.087,0.0077,-0.026,0.011,0.048,0.075,-0.0083,-0.045,-0.014,-0.049,-0.03,0.078,0.021,0.0067,-0.031,-0.075,-0.013,-0.0099,0.026,-0.096,-0.025,0.021,-0.0065,-0.087,0.018,-0.0012,0.068,-0.019,0.077,-0.083
0.057,0.074,-0.017,0.019,0.11,-0.071,-0.022,-0.091,0.028,-0.068,-0.0013,0.065,-0.033,-0.028,0.093,0.0071,0.074,-0.014,-0.017,0.023,-0.035,-0.0026,-0.049,0.096,-0.074,0.043,0.039,-0.041,-0.036,-0.051,0.012,-0.043,0.00056,-0.013,0.029,0.034,0.021,0.0041,0.015,0.0069,-0.083,0.06,0.042,-0.00066,0.026,-0.059,0.014,-0.073,0.08,-0.082,-0.038,0.019,-0.039,-0.093,0.065,0.043,0.048,-0.023,0.069,-0.098
0.054,0.069,-0.021,0.025,0.12,-0.06,-0.019,-0.088,0.06,-0.074,-0.006,0.069,-0.022,-0.029,0.12,-0.0091,0.1,-0.046,0.0025,0.009,-0.0014,-0.0034,-0.058,0.044,-0.058,0.066,0.029,-0.036,-0.026,-0.018,-0.016,-0.062,0.026,-0.0088,0.048,-0.031,0.0085,0.049,0.042,0.057,-0.073,0.037,0.038,0.0022,0.061,-0.041,0.027,-0.055,0.069,-0.01,-0.024,-0.0022,0.019,-0.055,0.0063,0.046,0.0022,0.0071,0.036,-0.033
0.048,0.064,-0.022,0.03,0.12,-0.053,-0.013,-0.075,0.088,-0.089,-0.012,0.056,-0.017,-0.032,0.11,-0.017,0.12,-0.065,0.04,-0.0046,0.027,-0.01,-0.05,-0.022,-0.06,0.075,0.025,0.0029,-0.017,-0.0014,-0.027,-0.058,0.1,-0.011,0.034,-0.043,-0.021,0.037,0.05,0.069,-0.015,0.02,0.014,-0.00084,0.068,-0.036,0.031,0.024,0.05,0.058,-0.0069,-0.0029,0.094,-0.017,-0.035,0.0089,-0.027,0.018,-0.0086,0.035
0.04,0.055,-0.023,0.036,0.12,-0.038,-0.0024,-0.052,0.12,-0.082,-0.015,0.029,-0.014,-0.015,0.071,-0.027,0.12,-0.071,0.063,-0.04,0.023,-0.0083,-0.042,-0.082,-0.047,0.037,-0.012,0.065,-0.039,-0.0085,-0.052,-0.04,0.14,-0.035,-0.046,0.039,-0.0083,-0.02,0.021,0.0036,-0.0028,0.058,-0.053,-0.02,0.041,-0.042,0.026,0.074,0.021,0.054,0.021,-0.013,0.13,0.03,-0.039,-0.013,-0.037,-0.025,-0.028,0.043
0.031,0.045,-0.026,0.04,0.1,-0.018,0.0064,-0.032,0.14,-0.073,-0.011,0.0011,0.00037,-0.0049,0.038,-0.047,0.1,-0.044,0.06,-0.086,-0.008,0.012,-0.021,-0.12,-0.0019,-0.027,-0.048,0.076,-0.065,-0.025,-0.061,0.005,0.12,-0.039,-0.1,0.13,0.028,-0.038,-0.025,-0.056,0.0092,0.083,-0.097,-0.013,0.031,-0.02,-0.015,0.093,-0.021,0.015,0.055,-0.059,0.12,0.061,-0.0032,-0.015,-0.066,-0.062,-0.058,-0.0033
0.043,0.052,0.017,-0.0083,0.081,0.02,-0.062,0.14,0.14,0.0057,0.095,0.045,-0.05,-0.026,0.014,0.054,-0.016,-0.0049,0.12,-0.028,-0.058,0.046,-0.0096,-0.012,0.02,-0.076,0.013,0.12,0.0033,0.0027,0.016,0.0051,-0.034,-0.02,-0.08,-0.043,0.026,-0.028,-0.015,0.015,0.047,-0.04,0.11,0.002,0.11,-0.05,-0.026,0.014,-0.079,0.0088,0.041,-0.07,-0.031,0.0067,0.0081,0.02,0.0074,-0.0017,0.0025,-0.044
0.05,0.063,0.013,-0.0056,0.088,0.023,-0.062,0.14,0.11,0.0088,0.085,0.01,-0.048,-0.04,-0.018,0.059,-0.017,0.024,0.13,-0.05,-0.006,0.016,-0.0016,0.0041,0.049,-0.066,-0.02,0.042,-0.02,0.019,0.011,-0.011,-0.05,-0.0027,-0.061,-0.017,-0.021,0.023,0.015,-0.0027,-0.014,-0.05,0.084,0.036,0.024,-0.036,-0.012,-0.046,-0.042,-0.0073,-0.00054,-0.0062,-0.015,0.025,-0.033,-0.021,0.044,0.026,-0.04,-0.0087
0.059,0.075,0.012,-0.01,0.087,0.013,-0.052,0.1,0.031,0.003,0.052,-0.029,-0.023,-0.052,-0.048,0.055,0.0028,0.039,0.093,-0.054,0.085,-0.043,0.04,0.038,0.067,-0.032,-0.043,-0.045,-0.018,0.041,-0.045,0.0026,-0.05,0.023,-0.023,0.01,-0.069,0.033,0.05,-0.061,-0.056,-0.025,0.024,0.04,-0.07,-0.022,0.026,-0.04,0.019,0.019,-0.038,0.013,0.0082,0.023,-0.043,0.0059,-0.014,0.067,-0.0075,0.0069
0.069,0.078,0.014,-0.014,0.069,-0.0082,-0.043,0.06,-0.037,0.0093,0.037,-0.046,0.024,-0.036,-0.042,0.036,0.0092,0.023,0.015,-0.042,0.11,-0.042,0.07,0.058,0.02,0.0046,-0.033,-0.042,-0.035,0.031,-0.071,0.02,-0.027,0.014,-0.0045,0.024,-0.04,0.021,0.026,-0.029,-0.045,0.037,-0.045,0.015,-0.06,0.0041,0.029,0.011,0.042,0.0008,-0.031,0.0049,0.012,0.002,0.0074,0.031,-0.032,0.023,0.05,-0.04
0.075,0.076,0.015,-0.019,0.05,-0.022,-0.029,0.04,-0.065,0.021,0.027,-0.057,0.067,-0.021,-0.038,0.0051,0.013,-0.0019,-0.047,-0.029,0.08,-0.0059,0.073,0.032,-0.022,0.028,-0.018,-0.0013,-0.037,0.0033,-0.055,0.017,0.0071,-0.033,0.016,0.017,0.01,0.016,0.0014,0.041,-0.0034,0.031,-0.08,-0.037,0.011,0.0021,0.012,0.0022,0.018,-0.015,0.0034,-0.00093,-0.012,0.0018,0.019,0.014,-0.013,-0.043,0.026,-0.052
0.075,0.071,0.014,-0.023,0.033,-0.024,-0.017,0.032,-0.069,0.021,0.011,-0.057,0.078,-0.025,-0.034,-0.032,0.029,-0.014,-0.063,-0.02,0.031,0.014,0.036,-0.0035,-0.033,0.023,-0.018,0.03,0.00017,-0.0073,-0.022,0.022,0.024,-0.058,0.008,0.0028,0.033,0.028,0.0044,0.056,0.017,0.0052,-0.057,-0.028,0.05,-0.022,-0.026,-0.019,0.00079,-0.019,0.033,0.0099,-0.022,-0.01,-0.026,0.015,-0.00043,-0.041,-0.021,-0.0018
0.074,0.064,0.009,-0.024,0.017,-0.015,-0.0073,0.024,-0.06,0.012,-0.0045,-0.049,0.074,-0.026,-0.027,-0.056,0.045,-0.02,-0.048,-0.0065,-0.0015,0.022,0.0023,-0.032,-0.037,0.034,-0.016,0.042,0.026,0.0098,0.016,0.014,0.0082,-0.04,-0.013,-0.0028,0.035,0.035,-0.0059,0.037,-1.6e-05,-0.0095,-0.014,0.024,0.064,-0.034,-0.034,-0.0059,-0.011,-0.032,0.0018,0.016,-0.019,-0.029,-0.016,0.016,0.014,-0.015,-0.047,0.026
0.068,0.056,0.0023,-0.024,-0.0011,-0.0086,0.0023,0.02,-0.044,0.0068,-0.02,-0.043,0.06,-0.025,-0.024,-0.07,0.048,-0.035,-0.014,0.011,-0.024,0.033,-0.015,-0.036,-0.023,0.039,-0.0034,0.018,0.022,0.021,0.046,0.003,-0.012,-0.0035,-0.016,-0.0068,0.02,0.045,-0.015,0.0047,-0.018,-0.018,0.022,0.053,0.041,-0.016,-0.0089,0.033,-0.015,-0.017,-0.016,0.00098,-0.027,-0.024,0.0021,0.0055,0.042,-0.0038,-0.034,0.032
0.062,0.045,-0.0025,-0.022,-0.019,-0.0062,0.014,0.015,-0.028,0.0042,-0.031,-0.027,0.041,-0.013,-0.014,-0.064,0.037,-0.04,0.02,0.019,-0.029,0.038,-0.022,-0.027,0.0045,0.032,0.0063,-0.0075,0.014,0.024,0.046,-0.012,-0.016,0.024,-0.021,-0.0032,-0.0038,0.02,-0.009,-0.018,-0.013,-0.0084,0.043,0.057,-0.0039,0.0008,0.011,0.043,-0.01,0.0024,-0.027,-0.0084,-0.032,0.0061,0.022,-0.0024,0.042,-0.013,0.00074,0.011
0.058,0.038,-0.0054,-0.018,-0.03,-0.0036,0.027,0.0085,-0.019,-0.00055,-0.035,-0.012,0.027,-0.0012,-0.0017,-0.047,0.023,-0.03,0.042,0.024,-0.026,0.036,-0.029,-0.024,0.027,0.016,0.0015,-0.0099,0.0095,0.023,0.024,-0.023,-0.015,0.048,-0.024,-0.0043,-0.0032,-0.00016,0.0051,-0.024,-0.0094,-0.0015,0.046,0.039,-0.027,0.0068,0.011,0.028,-0.0047,0.0089,-0.018,-0.0037,-0.018,0.031,0.02,-0.0079,0.031,-0.0083,0.019,-0.02
0.054,0.032,-0.0064,-0.017,-0.035,-0.00061,0.037,0.0035,-0.012,-0.0045,-0.038,-0.001,0.015,0.0055,0.0066,-0.03,0.018,-0.023,0.054,0.026,-0.0086,0.032,-0.02,-0.011,0.031,0.0044,-0.0041,-0.0088,0.0034,0.018,0.016,-0.036,-0.017,0.042,-0.011,-0.0025,0.0011,-0.012,0.0058,-0.026,-0.0076,0.0059,0.039,0.02,-0.032,0.0043,0.0069,0.01,7.1e-05,0.0069,0.0067,-0.0038,-0.0038,0.024,0.015,-0.012,0.017,-0.026,0.0071,-0.029
0.05,0.028,-0.0076,-0.013,-0.038,0.0046,0.042,0.0017,-0.0028,-0.006,-0.04,0.0074,0.0013,0.0028,0.015,-0.013,0.013,-0.022,0.051,0.028,0.0068,0.041,-0.013,0.0056,0.029,0.0059,-0.001,-0.0036,-0.006,0.01,0.011,-0.031,-0.022,0.019,-0.0046,-0.0013,0.0028,-0.021,-0.015,-0.027,-0.0065,0.018,0.018,0.00071,-0.039,-0.0056,0.0077,-0.00064,0.0017,0.0022,0.021,-0.012,-0.012,0.0022,-0.005,-0.022,0.0016,-0.017,-0.012,-0.0048
0.048,0.027,-0.0099,-0.01,-0.04,0.006,0.046,0.0027,0.00029,-0.0095,-0.04,0.012,-0.0041,0.0087,0.021,-0.0083,0.0059,-0.018,0.052,0.029,0.0099,0.045,-0.011,0.013,0.024,-0.0059,-0.00045,-0.0083,-0.0098,0.011,-0.0023,-0.017,-0.019,0.014,-0.00098,-0.006,0.0061,-0.017,-0.024,-0.028,-0.0061,0.015,-5.3e-05,-0.013,-0.037,-0.0088,0.0077,-0.0014,0.0067,0.0035,0.027,-0.019,-0.012,0.0034,-0.0075,-0.031,-0.017,-0.00061,-0.029,0.0092
0.047,0.027,-0.011,-0.0095,-0.041,0.0044,0.047,0.0018,0.0015,-0.0098,-0.043,0.014,-0.0062,0.014,0.02,-0.0082,0.0046,-0.015,0.056,0.032,0.012,0.039,-0.01,0.018,0.02,-0.014,-0.0027,-0.011,-0.012,0.0058,-0.011,-0.011,-0.016,0.012,0.0027,-0.012,0.0085,-0.017,-0.022,-0.025,-0.0082,0.0059,-0.0078,-0.017,-0.031,-0.0056,0.014,-0.0056,0.012,0.0046,0.021,-0.02,-0.0062,-0.0072,-0.012,-0.03,-0.026,0.0059,-0.024,0.022
0.047,0.027,-0.0098,-0.0086,-0.04,0.0053,0.048,0.00046,0.0026,-0.008,-0.04,0.016,-0.0089,0.014,0.018,-0.0085,0.0096,-0.01,0.055,0.034,0.015,0.038,-0.011,0.02,0.019,-0.024,-0.0021,-0.013,-0.014,0.0082,-0.0095,-0.0097,-0.018,0.011,0.0027,-0.019,0.012,-0.014,-0.019,-0.022,-0.012,0.013,-0.0051,-0.025,-0.03,-0.00017,0.019,-0.011,0.015,0.0057,0.016,-0.014,-0.0069,-0.0026,-0.013,-0.036,-0.025,0.011,-0.023,0.021
0.048,0.028,-0.0086,-0.0084,-0.038,0.0044,0.048,-0.002,0.0035,-0.0086,-0.035,0.015,-0.008,0.016,0.016,-0.012,0.012,-0.0041,0.056,0.04,0.011,0.04,-0.018,0.0085,0.016,-0.03,-0.0021,-0.012,-0.016,0.014,-0.014,-0.011,-0.021,0.015,0.0017,-0.019,0.024,-0.0071,-0.015,-0.019,-0.014,0.015,-0.0013,-0.011,-0.033,-0.00049,0.03,-0.015,0.016,-0.0055,0.013,-0.0038,0.001,0.0055,-0.0052,-0.025,-0.023,0.0055,-0.029,0.0028
0.049,0.028,-0.0093,-0.0081,-0.037,0.0049,0.049,-0.0013,0.0013,-0.0072,-0.032,0.016,-0.0059,0.021,0.019,-0.011,0.016,0.0013,0.057,0.032,0.0052,0.037,-0.022,0.015,0.022,-0.031,-0.011,-0.0094,-0.014,0.019,-0.022,-0.0058,-0.01,0.024,-0.00025,-0.022,0.021,-0.0013,-0.015,0.0008,-0.0048,0.016,-0.0061,-0.016,-0.032,0.0052,0.022,-0.015,0.0068,-0.014,0.0091,-0.0073,-0.001,0.0038,-0.013,-0.021,-0.024,-0.0071,-0.027,-2.2e-06
